partner,course,skills,rating,reviewcount,level,certificatetype,duration,crediteligibility,skills_list
DeepLearning.AI,TensorFlow: Data and Deployment,"{"" Machine Learning"","" Applied Machine Learning"","" Deep Learning"","" Tensorflow"","" Computer Programming"","" Javascript"","" Artificial Neural Networks"","" Python Programming"","" Data Model"","" Machine Learning Algorithms"","" Machine Learning Software"","" Mobile Development"","" Web Development"","" Computer Vision"","" Mobile Development Tools"","" Extract"","" Transform"","" Load"","" Human Learning"","" Network Model"","" iOS Development""}",4.6,1.4k,Intermediate , Specialization , 3 - 6 Months,False,"['javascript', 'python', 'machine learning', 'deep learning', 'neural networks', 'computer vision', 'algorithms', 'machine learning algorithms', 'python programming', 'tensorflow', 'mobile development tools', 'artificial neural networks', 'human learning', 'computer programming', 'data model', 'mobile development', 'ios development', 'machine learning software', 'applied machine learning', 'network model', 'web development']"
IBM,Exploratory Data Analysis for Machine Learning,"{"" Data Analysis"","" Exploratory Data Analysis"","" Machine Learning"","" Statistical Machine Learning"","" Feature Engineering"","" General Statistics"","" Probability & Statistics"","" Statistical Analysis"","" Algorithms"","" Data Structures""}",4.6,1.4k,Intermediate , Course , 1 - 3 Months,False,"['machine learning', 'statistics', 'data structures', 'algorithms', 'feature engineering', 'exploratory data analysis', 'probability & statistics', 'statistical analysis', 'data analysis', 'statistical machine learning', 'general statistics']"
Codio,Programming in C++: A Hands-on Introduction,"{"" Computer Programming"","" Computer Science"","" Problem Solving""}",4.6,921,Beginner , Specialization , 3 - 6 Months,False,"['problem solving', 'computer science', 'computer programming']"
University of Pennsylvania,Introduction to Corporate Finance,"{"" Accounting"","" Budget Management"","" Finance"","" General Accounting"","" Business Analysis"","" Data Analysis"","" Decision Making"","" Entrepreneurship"","" Mathematical Theory & Analysis"","" Strategy and Operations""}",4.6,5.8k,Mixed , Course , 1 - 4 Weeks,False,"['business analysis', 'strategy', 'finance', 'decision making', 'entrepreneurship', 'accounting', 'mathematical theory & analysis', 'general accounting', 'data analysis', 'budget management', 'strategy and operations']"
University of Colorado System,Agile Leadership,"{"" Leadership and Management"","" Business Psychology"","" Entrepreneurship"","" Communication"","" Strategy and Operations"","" Leadership Development"","" Change Management"","" Organizational Development"","" Project Management"","" Adaptability"","" Collaboration"","" Emotional Intelligence"","" Human Resources"","" Resilience"","" Business Transformation"","" Strategy"","" Business Communication"","" Professional Development"","" Scrum (Software Development)""}",4.8,2.2k,Beginner , Specialization , 3 - 6 Months,False,"['project management', 'scrum', 'change management', 'strategy', 'leadership', 'communication', 'adaptability', 'emotional intelligence', 'collaboration', 'resilience', 'entrepreneurship', 'human resources', 'organizational development', 'professional development', 'strategy and operations', 'business transformation', 'business communication', 'leadership development', 'leadership and management', 'business psychology']"
Google,تحليلات البيانات من Google,"{"" Computer Programming"","" Problem Solving"","" Python Programming"","" Programming Principles"","" Computer Programming Tools"","" Algebra"","" Computational Thinking"","" Exploratory Data Analysis"","" Mathematics"","" Data Analysis"","" Process Analysis"","" Differential Equations"","" Theoretical Computer Science"","" Critical Thinking"","" Data Analysis Software"","" Data Visualization"","" Databases"","" Decision Making"","" People Analysis"","" SQL"","" Communication""}",4.8,162,Beginner , Professional Certificate , 3 - 6 Months,False,"['python', 'sql', 'data visualization', 'communication', 'problem solving', 'critical thinking', 'decision making', 'programming principles', 'data analysis software', 'theoretical computer science', 'exploratory data analysis', 'differential equations', 'computer programming tools', 'python programming', 'people analysis', 'process analysis', 'data analysis', 'mathematics', 'computer science', 'computational thinking', 'algebra', 'computer programming', 'databases']"
New York University,Introduction to Cyber Security,"{"" Security Engineering"","" Cyberattacks"","" Network Security"","" System Security"","" Security Strategy"","" Computer Networking"","" Security Software"","" Computer Security Models"","" Network Architecture"","" Strategy"","" Cryptography"","" Problem Solving"","" Software Security"","" Algorithms"","" Computer Security Incident Management"","" Critical Thinking"","" Operational Analysis"","" Computational Thinking"","" BlockChain"","" Cloud Computing"","" Mobile Security""}",4.7,3.4k,Beginner , Specialization , 3 - 6 Months,False,"['cloud', 'network security', 'cloud computing', 'strategy', 'problem solving', 'critical thinking', 'algorithms', 'networking', 'network architecture', 'blockchain', 'computer security', 'incident management', 'computer networking', 'software security', 'cryptography', 'computer security models', 'cyberattacks', 'security engineering', 'security strategy', 'system security', 'computational thinking', 'security software', 'operational analysis', 'mobile security']"
Google,Google Data Analytics (DE),"{"" Design and Product"","" Data Analysis"","" Software Engineering"","" Microsoft Excel"","" Business Analysis"","" Computer Programming"","" SQL""}",4.4,28,Beginner , Professional Certificate , 3 - 6 Months,False,"['sql', 'business analysis', 'excel', 'software engineering', 'design and product', 'data analysis', 'computer programming']"
The Hong Kong University of Science and Technology,Python and Statistics for Financial Analysis,"{"" Basic Descriptive Statistics"","" Computer Programming"","" Data Analysis"","" Finance"","" Financial Analysis"","" Probability & Statistics"","" Python Programming"","" Statistical Analysis"","" Data Analysis Software"","" General Statistics"","" Probability Distribution""}",4.4,3.9k,Intermediate , Course , 1 - 4 Weeks,False,"['python', 'statistics', 'finance', 'data analysis software', 'basic descriptive statistics', 'python programming', 'probability & statistics', 'probability distribution', 'statistical analysis', 'financial analysis', 'data analysis', 'computer programming', 'general statistics']"
The University of Edinburgh,Introduction to Philosophy,"{""(9k reviews)""}",4.7,9k,Mixed , Course , 3 - 6 Months,False,[]
DeepLearning.AI,Natural Language Processing with Probabilistic Models,"{"" Machine Learning"","" Natural Language Processing"","" Python Programming"","" Statistical Programming"","" Statistical Machine Learning""}",4.7,1.6k,Intermediate , Course , 1 - 4 Weeks,False,"['python', 'machine learning', 'natural language processing', 'python programming', 'statistical machine learning', 'statistical programming']"
Columbia University,Economics of Money and Banking,"{"" Banking"","" Finance""}",4.9,1.5k,Mixed , Course , 3 - 6 Months,False,"['finance', 'banking']"
Google,Design a User Experience for Social Good & Prepare for Jobs,"{"" User Experience"","" Social Media"","" User Research"","" Web Design""}",4.8,2.9k,Beginner , Course , 1 - 3 Months,False,"['social media', 'user research', 'web design', 'user experience']"
Google,Fundamentos de la gestión de proyectos,"{"" Leadership and Management"","" Organizational Development"","" Planning"","" Project Management"","" Strategy"","" Strategy and Operations"","" Change Management"","" Communication"","" Adaptability"","" Business Communication""}",4.9,4.8k,Beginner , Course , 1 - 4 Weeks,False,"['project management', 'change management', 'strategy', 'leadership', 'communication', 'adaptability', 'organizational development', 'planning', 'strategy and operations', 'business communication', 'leadership and management']"
DeepLearning.AI,"Sequences, Time Series and Prediction","{"" Machine Learning"","" Forecasting"","" Tensorflow"","" Applied Machine Learning"","" Deep Learning"","" Artificial Neural Networks"","" Human Learning"","" Data Visualization"","" Statistical Analysis"","" Statistical Machine Learning""}",4.7,4.9k,Intermediate , Course , 1 - 4 Weeks,False,"['machine learning', 'deep learning', 'neural networks', 'data visualization', 'forecasting', 'tensorflow', 'artificial neural networks', 'statistical analysis', 'human learning', 'statistical machine learning', 'applied machine learning']"
University of London,The Manager's Toolkit: A Practical Guide to Managing People at Work,"{"" Human Resources"","" Leadership and Management"","" People Management"","" Conflict Management"","" Decision Making"","" Human Resources Operations"","" People Analysis"","" Performance Management"","" Recruitment"","" Business Analysis"","" Employee Relations"","" Leadership Development"","" Organizational Development"","" People Development""}",4.7,3.6k,Mixed , Course , 1 - 3 Months,False,"['business analysis', 'leadership', 'decision making', 'people analysis', 'performance management', 'human resources', 'recruitment', 'organizational development', 'human resources operations', 'people development', 'conflict management', 'employee relations', 'leadership development', 'leadership and management', 'people management']"
University System of Georgia,Managing Cybersecurity,"{"" Security Engineering"","" System Security"","" Risk Management"","" Computer Security Incident Management"","" Leadership and Management"","" Security Strategy"","" Network Security"","" Strategy"","" Cyberattacks"","" Strategy and Operations"","" Computer Security Models"","" Software Security"","" Security Software"","" Computer Networking"","" Planning"","" Regulations and Compliance"","" Business Analysis"","" Network Architecture"","" Networking Hardware"","" Operations Management"","" Cryptography"","" Network Model"","" Systems Design""}",4.8,1k,Beginner , Specialization , 3 - 6 Months,False,"['network security', 'risk management', 'business analysis', 'strategy', 'operations management', 'leadership', 'networking', 'network architecture', 'networking hardware', 'computer security', 'incident management', 'computer networking', 'software security', 'cryptography', 'computer security models', 'cyberattacks', 'security engineering', 'security strategy', 'planning', 'system security', 'security software', 'strategy and operations', 'regulations and compliance', 'systems design', 'leadership and management', 'network model']"
